domain,domain_rank,domain_candidate_count,canonical_key,domain_score,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,domain_term_hits,title_term_hits,nonzero_score_components,admission_state
fisher_information_and_cramer_rao_skin_imaging,19,120,doi:10.1145/1201775.882344,8.363323,Image-based skin color and texture analysis/synthesis by extracting hemoglobin and melanin information in the skin,2003,"[""Norimichi Tsumura"",""Nobutoshi Ojima"",""Kayoko Sato"",""Mitsuhiro Shiraishi"",""Hideto Shimizu"",""Hirohide Nabeshima"",""Syuuichi Akazaki"",""Kimihiko Hori"",""Yoichi Miyake""]",10.1145/1201775.882344,,,ACM SIGGRAPH 2003 Papers,proceedings-article,72,False,https://doi.org/10.1145/1201775.882344,"[""QF-003"",""QF-007"",""QF-008""]","[""skin""]","[""skin""]","[{""component"":""domain_term_hits"",""evidence"":[""skin""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""skin""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":72,""value"":1.863323}]",UNSCREENED_NOT_ADMITTED
fisher_information_and_cramer_rao_skin_imaging,20,120,doi:10.1364/ecbo.2011.80872b,8.30103,RGB Mapping of Hemoglobin Distribution in Skin,2011,"[""Dainis Jakovels"",""Janis Spigulis"",""Laura Rogule""]",10.1364/ecbo.2011.80872b,,,Clinical and Biomedical Spectroscopy and Imaging II,proceedings-article,1,False,https://doi.org/10.1364/ecbo.2011.80872b,"[""QF-003"",""QF-008""]","[""skin"",""spectroscopy""]","[""skin""]","[{""component"":""domain_term_hits"",""evidence"":[""skin"",""spectroscopy""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""skin""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,1,71,doi:10.1046/j.0022-202x.2001.01577.x,14.075188,"Skin Melanin, Hemoglobin, and Light Scattering Properties can be Quantitatively Assessed In Vivo Using Diffuse Reflectance Spectroscopy",2001,"[""George Zonios"",""Julie Bykowski"",""Nikiforos Kollias""]",10.1046/j.0022-202x.2001.01577.x,,,Journal of Investigative Dermatology,journal-article,375,False,https://doi.org/10.1046/j.0022-202x.2001.01577.x,"[""QF-001"",""QF-002"",""QF-003"",""QF-008""]","[""hemoglobin"",""melanin"",""scattering""]","[""hemoglobin"",""melanin"",""scattering""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin"",""scattering""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin"",""scattering""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":375,""value"":2.575188}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,2,71,doi:10.1117/1.jbo.29.9.093507,13.454243,"Hyperspectral imaging with deep learning for quantification of tissue hemoglobin, melanin, and scattering",2024,"[""Thomas T. Livecchi"",""Steven L. Jacques"",""Hrebesh M. Subhash"",""Mark C. Pierce""]",10.1117/1.jbo.29.9.093507,,,Journal of Biomedical Optics,journal-article,8,False,https://doi.org/10.1117/1.jbo.29.9.093507,"[""QF-003""]","[""hemoglobin"",""melanin"",""scattering""]","[""hemoglobin"",""melanin"",""scattering""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin"",""scattering""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin"",""scattering""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":8,""value"":0.954243},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,3,71,doi:10.1117/1.jbo.28.3.035001,12.146128,Deep learning-based optical approach for skin analysis of melanin and hemoglobin distribution.,2023,"[""Jung G"",""Kim S"",""Lee J"",""Yoo S.""]",10.1117/1.jbo.28.3.035001,36992693,,,,13,True,https://europepmc.org/article/MED/36992693,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":13,""value"":1.146128},{""component"":""publication_year_2020_or_later"",""evidence"":2023,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,4,71,doi:10.1007/s10043-015-0177-3,12.10206,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,2016,"[""Takumi Yokokawa"",""Izumi Nishidate""]",10.1007/s10043-015-0177-3,,,Optical Review,journal-article,3,False,https://doi.org/10.1007/s10043-015-0177-3,"[""QF-001"",""QF-002"",""QF-003""]","[""chromophore"",""hemoglobin"",""scattering""]","[""chromophore"",""hemoglobin"",""scattering""]","[{""component"":""domain_term_hits"",""evidence"":[""chromophore"",""hemoglobin"",""scattering""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""chromophore"",""hemoglobin"",""scattering""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":3,""value"":0.60206}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,5,71,doi:10.3390/s130607902,11.851258,Estimation of Melanin and Hemoglobin Using Spectral Reflectance Images Reconstructed from a Digital RGB  Image by the Wiener Estimation Method,2013,"[""Izumi Nishidate"",""Takaaki Maeda"",""Kyuichi Niizeki"",""Yoshihisa Aizu""]",10.3390/s130607902,,,Sensors,journal-article,70,True,https://doi.org/10.3390/s130607902,"[""QF-002"",""QF-003""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":70,""value"":1.851258}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,6,71,doi:10.1111/srt.12396,11.623249,"SpectraCam<sup>®</sup>: A new polarized hyperspectral imaging system for repeatable and reproducible in vivo skin quantification of melanin, total hemoglobin, and oxygen saturation",2018,"[""A. Nkengne"",""J. Robic"",""P. Seroul"",""S. Gueheunneux"",""M. Jomier"",""K. Vie""]",10.1111/srt.12396,,,Skin Research and Technology,journal-article,41,True,https://doi.org/10.1111/srt.12396,"[""QF-003"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":41,""value"":1.623249}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,7,71,doi:10.1016/j.visres.2022.108048,11.255273,Effect of skin colors due to hemoglobin or melanin modulation on facial expression recognition,2022,"[""Masahiro Kato"",""Hiromi Sato"",""Yoko Mizokami""]",10.1016/j.visres.2022.108048,,,Vision Research,journal-article,17,False,https://doi.org/10.1016/j.visres.2022.108048,"[""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":17,""value"":1.255273},{""component"":""publication_year_2020_or_later"",""evidence"":2022,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,8,71,doi:10.63620/mkwjcd.2025.1006,11.0,Accurate Quantification of Carotenoids in Human Skin: Correcting for Melanin and Hemoglobin Interference,2025,"[""Mohsen Sharifzadeh""]",10.63620/mkwjcd.2025.1006,,,World Journal of Clinical Dermatology,journal-article,0,True,https://doi.org/10.63620/mkwjcd.2025.1006,"[""QF-003"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,9,71,doi:10.1117/1.1756918,10.929419,Estimation of melanin and hemoglobin in skin tissue using multiple regression analysis aided by Monte Carlo simulation,2004,"[""Izumi Nishidate"",""Yoshihisa Aizu"",""Hiromichi Mishina""]",10.1117/1.1756918,,,Journal of Biomedical Optics,journal-article,84,False,https://doi.org/10.1117/1.1756918,"[""QF-003"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":84,""value"":1.929419}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,10,71,doi:10.1145/1201775.882344,10.863323,Image-based skin color and texture analysis/synthesis by extracting hemoglobin and melanin information in the skin,2003,"[""Norimichi Tsumura"",""Nobutoshi Ojima"",""Kayoko Sato"",""Mitsuhiro Shiraishi"",""Hideto Shimizu"",""Hirohide Nabeshima"",""Syuuichi Akazaki"",""Kimihiko Hori"",""Yoichi Miyake""]",10.1145/1201775.882344,,,ACM SIGGRAPH 2003 Papers,proceedings-article,72,False,https://doi.org/10.1145/1201775.882344,"[""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":72,""value"":1.863323}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,11,71,doi:10.1117/1.jbo.20.5.050503,10.278754,Snapshot RGB mapping of skin melanin and hemoglobin,2015,"[""Janis Spigulis"",""Ilze Oshina""]",10.1117/1.jbo.20.5.050503,,,Journal of Biomedical Optics,journal-article,18,False,https://doi.org/10.1117/1.jbo.20.5.050503,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":18,""value"":1.278754}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,12,71,doi:10.1109/acpr.2013.9,10.041393,Melanin and Hemoglobin Identification for Skin Disease Analysis,2013,"[""Zhao Liu"",""Josiane Zerubia""]",10.1109/acpr.2013.9,,,2013 2nd IAPR Asian Conference on Pattern Recognition,proceedings-article,10,False,https://doi.org/10.1109/acpr.2013.9,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":10,""value"":1.041393}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,13,71,doi:10.1109/photonics.2010.5698746,9.477121,"Physics and physiologically based image processing based on separation of hemoglobin, melanin and shading information in the skin image",2010,"[""Norimichi Tsumura""]",10.1109/photonics.2010.5698746,,,2010 IEEE Photinic Society's 23rd Annual Meeting,proceedings-article,2,False,https://doi.org/10.1109/photonics.2010.5698746,"[""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":2,""value"":0.477121}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,14,71,doi:10.1111/srt.12408,9.30103,"Reproducibility of measurement of skin melanin, total hemoglobin, and oxygen saturation",2018,"[""Theodore G. Papaioannou"",""Marianna Karamanou"",""Dimitrios Tousoulis""]",10.1111/srt.12408,,,Skin Research and Technology,journal-article,1,False,https://doi.org/10.1111/srt.12408,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,15,71,doi:10.1117/12.2290559,9.30103,"Simultaneous estimation of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2018,"[""Izumi Nishidate"",""Wares M. Abdul"",""Mizuki Ohtsu"",""Kazuya Nakano"",""Hideaki Haneishi""]",10.1117/12.2290559,,,Optical Diagnostics and Sensing XVIII: Toward Point-of-Care Diagnostics,proceedings-article,1,False,https://doi.org/10.1117/12.2290559,"[""QF-001"",""QF-003""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,16,71,doi:10.2316/p.2012.771-039,9.0,Skin Hemoglobin and Melanin Quantification on Multi-Spectral Images,2012,"[""Hao Gong"",""Michel Desvignes""]",10.2316/p.2012.771-039,,,"Imaging and Signal Processing in Health Care and Technology / 772: Human-Computer Interaction / 773: Communication, Internet and Information Technology",proceedings-article,0,False,https://doi.org/10.2316/p.2012.771-039,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""hemoglobin"",""melanin""]","[""hemoglobin"",""melanin""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""melanin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,17,71,doi:10.1364/bosd.2000.tud2,9.0,Scattering coefficient - hemoglobin concentration relation determined by frequency-domain spectroscopy during venous occlusion,2000,"[""Lelia Adelina Paunescu"",""Ursula Wolf"",""Martin Wolf"",""Antonios Michalos"",""Enrico Gratton""]",10.1364/bosd.2000.tud2,,,Biomedical Optical Spectroscopy and Diagnostics,proceedings-article,0,False,https://doi.org/10.1364/bosd.2000.tud2,"[""QF-003""]","[""hemoglobin"",""scattering""]","[""hemoglobin"",""scattering""]","[{""component"":""domain_term_hits"",""evidence"":[""hemoglobin"",""scattering""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""hemoglobin"",""scattering""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,18,71,doi:10.3390/computation7010011,8.5,On Parameter Estimation for Bandlimited Optical Intensity Channels,2019,"[""Wilfried Gappmair""]",10.3390/computation7010011,,,Computation,journal-article,9,True,https://doi.org/10.3390/computation7010011,"[""QF-003""]","[""parameter estimation""]","[""parameter estimation""]","[{""component"":""domain_term_hits"",""evidence"":[""parameter estimation""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""parameter estimation""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":9,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,19,71,doi:10.1364/ofc.2026.m4k.3,8.5,PIDT: Physics-Informed Digital Twin for Optical Fiber Parameter Estimation,2026,"[""Zicong Jiang"",""Magnus Karlsson"",""Erik Agrell"",""Christian Häger""]",10.1364/ofc.2026.m4k.3,,,Optical Fiber Communication Conference (OFC) 2026,proceedings-article,0,True,https://doi.org/10.1364/ofc.2026.m4k.3,"[""QF-003""]","[""parameter estimation""]","[""parameter estimation""]","[{""component"":""domain_term_hits"",""evidence"":[""parameter estimation""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""parameter estimation""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
melanin_hemoglobin_and_scattering_identifiability,20,71,doi:10.1002/jbio.202400118,8.5,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,2024,"[""Jinyao Wang"",""Dong Li"",""Bin Chen""]",10.1002/jbio.202400118,,,Journal of Biophotonics,journal-article,0,True,https://doi.org/10.1002/jbio.202400118,"[""QF-002"",""QF-003""]","[""chromophore""]","[""chromophore""]","[{""component"":""domain_term_hits"",""evidence"":[""chromophore""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""chromophore""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,1,116,doi:10.1117/12.3098393,12.5,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,2025,"[""Annekatrin Pfahl"",""Hannes Köhler"",""Andreas Melzer""]",10.1117/12.3098393,,,Diffuse Optical Spectroscopy and Imaging X,proceedings-article,0,False,https://doi.org/10.1117/12.3098393,"[""QF-007""]","[""multispectral"",""optimal wavelength"",""wavelength selection""]","[""multispectral"",""optimal wavelength"",""wavelength selection""]","[{""component"":""domain_term_hits"",""evidence"":[""multispectral"",""optimal wavelength"",""wavelength selection""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""multispectral"",""optimal wavelength"",""wavelength selection""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,2,116,doi:10.3390/s23083888,12.230449,Multispectral Imaging for Skin Diseases Assessment-State of the Art and Perspectives.,2023,"[""Ilișanu MA"",""Moldoveanu F"",""Moldoveanu A.""]",10.3390/s23083888,37112229,,,,16,True,https://europepmc.org/article/MED/37112229,"[""QF-007""]","[""multispectral"",""skin""]","[""multispectral"",""skin""]","[{""component"":""domain_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":16,""value"":1.230449},{""component"":""publication_year_2020_or_later"",""evidence"":2023,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,3,116,doi:10.1016/j.aiia.2021.01.005,11.556303,Mango internal defect detection based on optimal wavelength selection method using NIR spectroscopy,2021,"[""Anitha Raghavendra"",""D.S. Guru"",""Mahesh K. Rao""]",10.1016/j.aiia.2021.01.005,,,Artificial Intelligence in Agriculture,journal-article,35,False,https://doi.org/10.1016/j.aiia.2021.01.005,"[""QF-007""]","[""optimal wavelength"",""wavelength selection""]","[""optimal wavelength"",""wavelength selection""]","[{""component"":""domain_term_hits"",""evidence"":[""optimal wavelength"",""wavelength selection""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""optimal wavelength"",""wavelength selection""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":35,""value"":1.556303},{""component"":""publication_year_2020_or_later"",""evidence"":2021,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,4,116,doi:10.3390/diagnostics15081034,11.477121,Optimal Wavelengths for Multispectral Short Wavelength Infrared Transillumination and Reflectance Imaging for Caries Detection,2025,"[""Daniel Fried"",""Yihua Zhu""]",10.3390/diagnostics15081034,,,Diagnostics,journal-article,2,True,https://doi.org/10.3390/diagnostics15081034,"[""QF-007""]","[""multispectral"",""optimal wavelength""]","[""multispectral"",""optimal wavelength""]","[{""component"":""domain_term_hits"",""evidence"":[""multispectral"",""optimal wavelength""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""multispectral"",""optimal wavelength""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":2,""value"":0.477121},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,5,116,doi:10.1002/jbio.70225,11.30103,Multispectral Laser-Scanning Photoacoustic Microscopy With SRS-Generated Wavelengths for Skin Chromophore Characterization.,2026,"[""Khansari A"",""Ranjbaran SM"",""Zafar M"",""Nia NG"",""Khodavirdi H"",""Tsoukas M"",""Avanaki K.""]",10.1002/jbio.70225,41577380,,,,1,True,https://europepmc.org/article/MED/41577380,"[""QF-007""]","[""multispectral"",""skin""]","[""multispectral"",""skin""]","[{""component"":""domain_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,6,116,doi:10.3390/diagnostics15030355,11.30103,Training State-of-the-Art Deep Learning Algorithms with Visible and Extended Near-Infrared Multispectral Images of Skin Lesions for the Improvement of Skin Cancer Diagnosis.,2025,"[""Rey-Barroso L"",""Vilaseca M"",""Royo S"",""Díaz-Doutón F"",""Lihacova I"",""Bondarenko A"",""Burgos-Fernández FJ.""]",10.3390/diagnostics15030355,39941285,,,,1,True,https://europepmc.org/article/MED/39941285,"[""QF-007""]","[""multispectral"",""skin""]","[""multispectral"",""skin""]","[{""component"":""domain_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""multispectral"",""skin""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
multispectral_band_selection_and_measurement_design,7,116,doi:10.1366/0003702864509385,11.20757,Optimal Wavelength Selection for Quantitative Analysis,1986,"[""K. Sasaki"",""S. Kawata"",""S. Minami""]",10.1366/0003702864509385,,,Applied Spectroscopy,journal-article,50,True,https://doi.org/10.1366/0003702864509385,"[""QF-007""]","[""optimal wavelength"",""wavelength selection""]","[""optimal wavelength"",""wavelength selection""]","[{""component"":""domain_term_hits"",""evidence"":[""optimal wavelength"",""wavelength selection""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""optimal wavelength"",""wavelength selection""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":50,""value"":1.70757},{""component"":""publication_year_before_1990"",""evidence"":1986,""value"":-0.5}]",UNSCREENED_NOT_ADMITTED
