global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
761,1303,doi:10.3390/bioengineering10111322,6.30103,6.30103,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":53,""domain_score"":6.30103}]",Artificial Intelligence Algorithms for Benign vs. Malignant Dermoscopic Skin Lesion Image Classification.,2023,"[""Brutti F"",""La Rosa F"",""Lazzeri L"",""Benvenuti C"",""Bagnoni G"",""Massi D"",""Laurino M.""]",10.3390/bioengineering10111322,38002446,,,,1,True,https://europepmc.org/article/MED/38002446,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
762,1303,doi:10.3390/clockssleep5030031,6.30103,6.30103,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":77,""domain_score"":6.30103}]","34th Annual Meeting of the Society for Light Treatment and Biological Rhythms (SLTBR), 30 May-1 June, Lausanne, Switzerland.",2023,"[""Cajochen C.""]",10.3390/clockssleep5030031,37754349,,,,1,True,https://europepmc.org/article/MED/37754349,"[""QF-006""]","[""metameric skin spectra camera spectral sensitivity""]",UNSCREENED_NOT_ADMITTED
763,1303,doi:10.3389/frobt.2020.00039,6.30103,6.30103,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":58,""domain_score"":6.30103}]",Detecting Differences of Fluorescent Markers Distribution in Single Cell Microscopy: Textural or Pointillist Feature Space?,2020,"[""Ahmad A"",""Frindel C"",""Rousseau D.""]",10.3389/frobt.2020.00039,33501207,,,,1,True,https://europepmc.org/article/MED/33501207,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
764,1303,doi:10.1007/978-3-642-21997-9_36,6.30103,6.30103,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":75,""domain_score"":6.30103}]",Automated Diagnosis and Reflectance Confocal Microscopy,2012,"[""Marco Wiltgen""]",10.1007/978-3-642-21997-9_36,,,Reflectance Confocal Microscopy for Skin Diseases,book-chapter,1,False,https://doi.org/10.1007/978-3-642-21997-9_36,"[""QF-004""]","[""body site conditioned skin reflectance spectrum dimension""]",UNSCREENED_NOT_ADMITTED
765,1303,doi:10.1117/1.jbo.24.6.066002,6.291393,6.041393,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""capture_variability_white_balance_and_illumination""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":59,""domain_score"":6.041393},{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":55,""domain_score"":6.041393}]",Three-dimensional maps of human skin properties on full face with shadows using 3-D hyperspectral imaging.,2019,"[""Gevaux L"",""Adnet C"",""Séroul P"",""Clerc R"",""Trémeau A"",""Perrot JL"",""Hébert M.""]",10.1117/1.jbo.24.6.066002,31177645,,,,10,True,https://europepmc.org/article/MED/31177645,"[""QF-005"",""QF-010""]","[""camera illuminant spectral observation model skin"",""skin image color constancy camera lighting domain shift""]",UNSCREENED_NOT_ADMITTED
766,1303,doi:10.1016/j.clindermatol.2018.03.003,6.278151,6.278151,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":54,""domain_score"":6.278151}]",Therapeutic herbs confirmed by evidence-based medicine,2018,"[""Carl R. Thornfeldt""]",10.1016/j.clindermatol.2018.03.003,,,Clinics in Dermatology,journal-article,5,False,https://doi.org/10.1016/j.clindermatol.2018.03.003,"[""QF-013""]","[""dermatology AI pathology confirmed external validation""]",UNSCREENED_NOT_ADMITTED
767,1303,doi:10.1007/s40820-026-02113-y,6.25,6.0,0.25,2,"[""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":88,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":77,""domain_score"":6.0}]",Mid-Infrared Transparent Materials: from Mechanisms to Cutting-Edge Applications.,2026,"[""Zhang H"",""Huang Z"",""Chen C"",""Long Y"",""Xu W"",""Zhou Z"",""Wan J.""]",10.1007/s40820-026-02113-y,41762371,,,,0,True,https://europepmc.org/article/MED/41762371,"[""QF-001"",""QF-002""]","[""inverse rendering human skin spectral reflectance"",""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
768,1303,doi:10.1016/j.isci.2026.116106,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""skin_tissue_optical_forward_models""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":64,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":78,""domain_score"":6.0}]",Unraveling the structural and pigmentary mechanisms of UV color signal production in &lt;i&gt;Podarcis&lt;/i&gt; wall lizards.,2026,"[""Brejcha J"",""Ostatnický T"",""Pérez I de Lanuza G"",""Mojzeš P"",""Maršík P"",""Pilátová J"",""Vargicová T"",""Font E.""]",10.1016/j.isci.2026.116106,42291237,,,,0,True,https://europepmc.org/article/MED/42291237,"[""QF-001"",""QF-005""]","[""RGB camera response human skin reflectance spectra"",""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
769,1303,doi:10.1038/s41598-026-51016-w,6.25,6.0,0.25,2,"[""clinical_external_validation_and_domain_shift"",""dermatology_dataset_duplicates_labels_and_quality""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":59,""domain_score"":6.0},{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":53,""domain_score"":6.0}]",Interpretable deep learning for rotator cuff calcific tendinopathy diagnosis: a multi-center study.,2026,"[""Bautista JM"",""Peris JL"",""Carrillo FY"",""Iglesias LL"",""Vega JA"",""Fernández-Miranda PM.""]",10.1038/s41598-026-51016-w,42331876,,,,0,True,https://europepmc.org/article/MED/42331876,"[""QF-012"",""QF-013""]","[""clinical dermatology image domain shift external cohort"",""dermatology AI pathology confirmed external validation"",""dermatology dataset duplicate images label quality""]",UNSCREENED_NOT_ADMITTED
770,1303,doi:10.1038/s44303-026-00161-y,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""multispectral_band_selection_and_measurement_design""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":65,""domain_score"":6.0},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":79,""domain_score"":6.0}]",Multi-contrast laser endoscopy for in vivo gastrointestinal imaging.,2026,"[""Bobrow TL"",""Golhar M"",""Arayakarnkul S"",""Song AA"",""Ngamruengphong S"",""Durr NJ.""]",10.1038/s44303-026-00161-y,42082688,,,,0,True,https://europepmc.org/article/MED/42082688,"[""QF-005"",""QF-007""]","[""RGB camera response human skin reflectance spectra"",""measurement design skin chromophore spectral imaging""]",UNSCREENED_NOT_ADMITTED
771,1303,doi:10.1117/1.jbo.31.1.010901,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""spectral_reflectance_geometry_and_dimension""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":68,""domain_score"":6.0},{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":84,""domain_score"":6.0}]",Short-wave infrared (SWIR) spectroscopy and imaging of biological tissues: a decade of advancements (2016-2025).,2026,"[""Wilson RH"",""Kennedy GT"",""Campbell CA"",""Phan T"",""Lin AH"",""Levi B"",""Durkin AJ.""]",10.1117/1.jbo.31.1.010901,41404334,,,,0,True,https://europepmc.org/article/MED/41404334,"[""QF-004"",""QF-005""]","[""RGB camera response human skin reflectance spectra"",""human skin reflectance spectra principal component analysis""]",UNSCREENED_NOT_ADMITTED
772,1303,doi:10.1364/boe.579246,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""skin_tissue_optical_forward_models""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":71,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":85,""domain_score"":6.0}]",Visual appearance of blood vessels: a phantom study.,2026,"[""Wagner M"",""Hevisov D"",""Konrad C"",""Schmidt H"",""Foschum F"",""Kienle A.""]",10.1364/boe.579246,41693873,,,,0,True,https://europepmc.org/article/MED/41693873,"[""QF-001"",""QF-005""]","[""RGB camera response human skin reflectance spectra"",""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
773,1303,doi:10.3390/ijms27114704,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""multispectral_band_selection_and_measurement_design""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":73,""domain_score"":6.0},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":88,""domain_score"":6.0}]",Molecular Identification and Characterisation of a Spiro-Indoline-Benzoxadiazine Derivative for Photochromic Textile Sensors.,2026,"[""Sąsiadek-Andrzejczak E"",""Jaszczak-Kuligowska M"",""Safandowska M"",""Kozicki M"",""Rokita B"",""Florentino-Madiedo L"",""Barburski M"",""Ranz D"",""Mallada R.""]",10.3390/ijms27114704,42278244,,,,0,True,https://europepmc.org/article/MED/42278244,"[""QF-005"",""QF-007""]","[""RGB camera response human skin reflectance spectra"",""optimal wavelength selection skin reflectance spectroscopy""]",UNSCREENED_NOT_ADMITTED
774,1303,doi:10.3390/jimaging12060231,6.25,6.0,0.25,2,"[""clinical_external_validation_and_domain_shift"",""dermatology_dataset_duplicates_labels_and_quality""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":75,""domain_score"":6.0},{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":56,""domain_score"":6.0}]",When AI and Experts Agree on Error: Intrinsic Ambiguity in Dermatoscopic Images.,2026,"[""Cino L"",""Mazzeo PL"",""Martella A"",""Radi G"",""Rossi R"",""Distante C.""]",10.3390/jimaging12060231,42346894,,,,0,True,https://europepmc.org/article/MED/42346894,"[""QF-012"",""QF-013""]","[""dermatology dataset duplicate images label quality"",""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
775,1303,doi:10.3390/molecules31101774,6.25,6.0,0.25,2,"[""multispectral_band_selection_and_measurement_design"",""skin_tissue_optical_forward_models""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":89,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":89,""domain_score"":6.0}]",Machine Learning and the Use of Spectroscopy for Adulteration Detection in Turmeric Powder.,2026,"[""Kisalaei A"",""Sharabiani VR"",""Banakar A"",""Taghinezhad E"",""Szymanek M"",""Dziwulska-Hunek A.""]",10.3390/molecules31101774,42197327,,,,0,True,https://europepmc.org/article/MED/42197327,"[""QF-001"",""QF-007""]","[""multilayer skin optical model spectral reflectance"",""optimal wavelength selection skin reflectance spectroscopy""]",UNSCREENED_NOT_ADMITTED
776,1303,doi:10.3390/s26072020,6.25,6.0,0.25,2,"[""multispectral_band_selection_and_measurement_design"",""skin_tissue_optical_forward_models""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":90,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":90,""domain_score"":6.0}]",Development and Phantom Validation of a Small-Form-Factor SWIR Emitter Probe for Hydration-Sensitive Spatial-Ratio Measurements in Gelatin-Intralipid Phantoms.,2026,"[""Farouq G"",""Vyas D"",""Tofghi Zavareh A.""]",10.3390/s26072020,41977805,,,,0,True,https://europepmc.org/article/MED/41977805,"[""QF-001"",""QF-007""]","[""Monte Carlo skin tissue optical forward model reflectance"",""multispectral band selection melanin hemoglobin skin"",""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
777,1303,doi:10.34133/bmef.0225,6.25,6.0,0.25,2,"[""capture_variability_white_balance_and_illumination"",""physics_informed_clinical_image_analysis""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":72,""domain_score"":6.0},{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":62,""domain_score"":6.0}]",Adaptive Optimization of Vascular-Targeted Photodynamic Therapy Efficiency Based on Hyperspectral-Photoacoustic Dual-Modality Imaging Feedback.,2026,"[""Zhang R"",""Zhao J"",""Wang S"",""Lv J"",""Liu J"",""Liu J"",""Wang Y"",""Fu L"",""Zeng W"",""Rong Q"",""Yao C.""]",10.34133/bmef.0225,41768346,,,,0,True,https://europepmc.org/article/MED/41768346,"[""QF-010"",""QF-014""]","[""dermatology image illumination white balance variability"",""physics informed dermatology image analysis""]",UNSCREENED_NOT_ADMITTED
778,1303,doi:10.1097/asw.0000000000000358,6.25,6.0,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""skin_colorimetry_ita_and_color_measurement""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":78,""domain_score"":6.0},{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":78,""domain_score"":6.0}]",State-of-the-Art Review of Current Technology in Pressure Injury Early Detection.,2025,"[""Tzen YT"",""Delmore B"",""M Bogie K"",""Sonenblum SE"",""Newton D"",""Vargo D"",""Ronin J"",""Hester A"",""Gillespie C"",""Tescher A"",""Iyer V"",""Brienza D.""]",10.1097/asw.0000000000000358,41085249,,,,0,True,https://europepmc.org/article/MED/41085249,"[""QF-005"",""QF-009""]","[""camera spectral sensitivity human skin reflectance operator"",""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
779,1303,doi:10.1117/1.jbo.30.6.065001,6.25,6.0,0.25,2,"[""multispectral_band_selection_and_measurement_design"",""skin_reflectance_inverse_models""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":94,""domain_score"":6.0},{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":94,""domain_score"":6.0}]",Structured light imaging mesoscopy: detection of embedded morphological changes in superficial tissues.,2025,"[""Parsanasab M"",""Mehendale AM"",""Karrobi K"",""Roblyer D"",""Venugopalan V.""]",10.1117/1.jbo.30.6.065001,40534904,,,,0,True,https://europepmc.org/article/MED/40534904,"[""QF-002"",""QF-007""]","[""optimal wavelength selection skin reflectance spectroscopy"",""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
780,1303,doi:10.3390/bios15110711,6.25,6.0,0.25,2,"[""multispectral_band_selection_and_measurement_design"",""skin_tissue_optical_forward_models""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":96,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":94,""domain_score"":6.0}]",A Feasibility Study on Noninvasive Blood Glucose Estimation Using Machine Learning Analysis of Near-Infrared Spectroscopy Data.,2025,"[""Bae TW"",""Kim BI"",""Kwon KK"",""Kim KY.""]",10.3390/bios15110711,41294723,,,,0,True,https://europepmc.org/article/MED/41294723,"[""QF-001"",""QF-007""]","[""multilayer skin optical model spectral reflectance"",""optimal wavelength selection skin reflectance spectroscopy""]",UNSCREENED_NOT_ADMITTED
781,1303,doi:10.3390/diagnostics15141752,6.25,6.0,0.25,2,"[""capture_variability_white_balance_and_illumination"",""physics_informed_clinical_image_analysis""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":78,""domain_score"":6.0},{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":75,""domain_score"":6.0}]",AΚtransU-Net: Transformer-Equipped U-Net Model for Improved Actinic Keratosis Detection in Clinical Photography.,2025,"[""Derekas P"",""Derekas P"",""Theodoridis C"",""Likas A"",""Bassukas I"",""Gaitanis G"",""Zampeta A"",""Exadaktylou D"",""Spyridonos P.""]",10.3390/diagnostics15141752,40722502,,,,0,True,https://europepmc.org/article/MED/40722502,"[""QF-010"",""QF-014""]","[""physics informed dermatology image analysis"",""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
782,1303,doi:10.3390/ma18194556,6.25,6.0,0.25,2,"[""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":96,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":95,""domain_score"":6.0}]",Biomimetic Daytime Radiative Cooling Technology: Prospects and Challenges for Practical Application.,2025,"[""Wang J"",""Chen H"",""Tian X"",""Hu D"",""Liu Y"",""Li J"",""Zhang K"",""Huang H"",""Yan J"",""Li B.""]",10.3390/ma18194556,41095380,,,,0,True,https://europepmc.org/article/MED/41095380,"[""QF-001"",""QF-002""]","[""inverse rendering human skin spectral reflectance"",""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
783,1303,doi:10.1109/26.655403,6.247973,6.247973,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":59,""domain_score"":6.247973}]",The modified Cramer-Rao bound in vector parameter estimation,1998,"[""F. Gini"",""R. Reggiannini"",""U. Mengali""]",10.1109/26.655403,,,IEEE Transactions on Communications,journal-article,176,False,https://doi.org/10.1109/26.655403,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
784,1303,doi:10.1016/j.jid.2019.03.688,6.19897,6.19897,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":55,""domain_score"":6.19897}]","612 Development, validation and interpretation of the PROMIS Itch Questionnaire: a patient-reported outcome measure for the burden of itch",2019,"[""J. Silverberg"",""J. Lai"",""D. Cella""]",10.1016/j.jid.2019.03.688,,,Journal of Investigative Dermatology,journal-article,4,False,https://doi.org/10.1016/j.jid.2019.03.688,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
785,1303,doi:10.1089/photob.2022.0111,6.041393,6.041393,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":64,""domain_score"":6.041393}]",Optical Properties of Human Skin Phototypes and Their Correlation with Individual Angle Typology,2023,"[""Luismar Barbosa da Cruz"",""Carlos Eduardo Girasol"",""Pedro Soler Coltro"",""Rinaldo Roberto de Jesus Guirro"",""Luciano Bachmann""]",10.1089/photob.2022.0111,,,"Photobiomodulation, Photomedicine, and Laser Surgery",journal-article,10,False,https://doi.org/10.1089/photob.2022.0111,"[""QF-009""]","[""individual typology angle validity skin color measurement""]",UNSCREENED_NOT_ADMITTED
786,1303,doi:10.1016/j.media.2023.102971,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":37,""domain_score"":6.0}]",Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,2023,"[""Lucas de Vries"",""Rudolf L.M. van Herten"",""Jan W. Hoving"",""Ivana Išgum"",""Bart J. Emmer"",""Charles B.L.M. Majoie"",""Henk A. Marquering"",""Efstratios Gavves""]",10.1016/j.media.2023.102971,,,Medical Image Analysis,journal-article,9,False,https://doi.org/10.1016/j.media.2023.102971,"[""QF-014""]","[""physics informed dermatology image analysis""]",UNSCREENED_NOT_ADMITTED
787,1303,doi:10.1001/jamadermatol.2026.0597,6.0,6.0,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":81,""domain_score"":6.0}]",Consumer Understanding of Skin Concerns With an AI-Powered Informational Tool.,2026,"[""Sayres R"",""Jain A"",""Venkatraman M"",""Singh P"",""Liu Y"",""Winter S"",""Schaekermann M"",""Loh A"",""Verma S"",""Matias Y"",""Corrado GS"",""Hassidim A"",""Webster DR"",""Bui P"",""Lin S"",""Ko J"",""Liu Y.""]",10.1001/jamadermatol.2026.0597,41984449,,,,0,True,https://europepmc.org/article/MED/41984449,"[""QF-011""]","[""dermatology artificial intelligence skin tone performance disparity""]",UNSCREENED_NOT_ADMITTED
788,1303,doi:10.1002/advs.202518144,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":60,""domain_score"":6.0}]",Visualizing and Quantifying Impact with Mechanochromic Sensing Paints Based on Self-Assembled Polydiacetylene-Silk Core-Shell Vesicles.,2026,"[""Presti ML"",""Guidetti G"",""Ruggeri E"",""Carrington TL"",""Omenetto FG.""]",10.1002/advs.202518144,41486669,,,,0,True,https://europepmc.org/article/MED/41486669,"[""QF-005""]","[""RGB camera response human skin reflectance spectra""]",UNSCREENED_NOT_ADMITTED
789,1303,doi:10.1002/advs.202520344,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":61,""domain_score"":6.0}]",Intelligent Soft Opto-Magnetic Robot for Minimally Invasive Interventional Therapy.,2026,"[""Guo J"",""Guo X"",""Wei J"",""Jiang M"",""Su Q"",""Xia X"",""Li Z"",""Cai R"",""Ma J"",""Fu B"",""Li M"",""Zhong J"",""Xu L"",""Ji X.""]",10.1002/advs.202520344,41560633,,,,0,True,https://europepmc.org/article/MED/41560633,"[""QF-005""]","[""camera spectral sensitivity human skin reflectance operator""]",UNSCREENED_NOT_ADMITTED
790,1303,doi:10.1002/advs.202524369,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":62,""domain_score"":6.0}]",Multiparametric Bioresorbable Sensor for Doxorubicin Detection via Molecularly Imprinted Synthetic Receptors.,2026,"[""Corsi M"",""Giulio TD"",""Vandini E"",""Asif MI"",""Daini E"",""Vilella A"",""Leo G"",""Ottani A"",""Malitesta C"",""Giuliani D"",""Mazzotta E"",""Barillaro G.""]",10.1002/advs.202524369,41774065,,,,0,True,https://europepmc.org/article/MED/41774065,"[""QF-005""]","[""camera spectral sensitivity human skin reflectance operator""]",UNSCREENED_NOT_ADMITTED
791,1303,doi:10.1002/ejsc.70193,6.0,6.0,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":56,""domain_score"":6.0}]","From Intention to Execution: Pre-Race Nutrition Behaviours, Influences, and Performance Outcomes in Female Endurance Athletes at the IRONMAN World Championships.",2026,"[""Fortis HO"",""Whitehead AE"",""Cronin CJ"",""Johnson KO"",""Shepherd SO"",""Hackney AC"",""Close GL"",""Strauss JA.""]",10.1002/ejsc.70193,42274547,,,,0,True,https://europepmc.org/article/MED/42274547,"[""QF-010""]","[""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
792,1303,doi:10.1002/hbm.70578,6.0,6.0,0.0,1,"[""multispectral_band_selection_and_measurement_design""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":74,""domain_score"":6.0}]",Interhemispheric Metabolic Effects of Transcranial Infrared Laser Stimulation of the Prefrontal Cortex.,2026,"[""O'Connor P"",""Lime T"",""Barrett DW"",""Huang LD"",""Gonzalez-Lima F.""]",10.1002/hbm.70578,42316441,,,,0,True,https://europepmc.org/article/MED/42316441,"[""QF-007""]","[""measurement design skin chromophore spectral imaging""]",UNSCREENED_NOT_ADMITTED
793,1303,doi:10.1002/jemt.70112,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":38,""domain_score"":6.0}]",Deep Learning Integration in Optical Microscopy: Advancements and Applications.,2026,"[""Lahari PV"",""Dutta S"",""Deeksha H"",""Patel SA"",""Dehury B"",""Mazumder N.""]",10.1002/jemt.70112,41486782,,,,0,True,https://europepmc.org/article/MED/41486782,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
794,1303,doi:10.1002/smsc.70273,6.0,6.0,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":76,""domain_score"":6.0}]",Colloidal Photonic Fibers for Reflectively Colorful Radiative Cooling Fabrics.,2026,"[""Ahn S"",""Lee J"",""Kwak S"",""Im E"",""Cho Y"",""Kim HH"",""Lee H"",""Lee S.""]",10.1002/smsc.70273,42027699,,,,0,True,https://europepmc.org/article/MED/42027699,"[""QF-001""]","[""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
