review_queue_position,canonical_key,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,domain_slot_count,domain_count,domains_json,domain_appearances_json,best_domain_rank,maximum_domain_score,source_admission_states_json,review_status,adjudication_state,exclusion_reason_code,exclusion_reason_text,primary_or_contextual,truecolor_claim_ids_json,closest_prior_art_candidate,full_text_evidence_available,methods_evidence_available,equation_evidence_available,validation_evidence_available,limitations_evidence_available,same_estimand,same_population,same_measurement_operator,same_mechanism_decomposition,same_external_validation,overlap_level,novelty_kill_triggered,reviewer_1_decision,reviewer_1_notes,reviewer_2_decision,reviewer_2_notes,adjudication_notes,evidence_artifact_paths_json,mapped_claim_ids_json,mapped_claim_count,screening_state,screen_rule_ids_json,screening_decision_final,scientific_review_priority,scientific_relevance_decision,scientific_relevance_reason,claim_overlap_review_status,full_text_review_status
123,doi:10.3390/bioengineering13050506,XAI-MedNet: A Next-Generation Explainable AI Framework for Contrast-Enhanced Skin Lesion Classification via Entropy-Controlled Optimization,2026.0,"[""Abdulrahman Alabduljabbar"",""Tallha Akram"",""Youssef N. Altherwy"",""Muhammad Adeel Akram"",""Imran Ashraf""]",10.3390/bioengineering13050506,,,Bioengineering,journal-article,0,True,https://doi.org/10.3390/bioengineering13050506,"[""QF-014""]",1,1,"[""physics_informed_clinical_image_analysis""]","[{""domain"":""physics_informed_clinical_image_analysis"",""domain_rank"":7,""domain_score"":8.5}]",7,8.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,52.285714285714285,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
124,doi:10.1364/ao.33.003281,Band selection procedure for multispectral scanners,1994.0,"[""John C. Price""]",10.1364/ao.33.003281,,,Applied Optics,journal-article,32,False,https://doi.org/10.1364/ao.33.003281,"[""QF-007""]",1,1,"[""multispectral_band_selection_and_measurement_design""]","[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_rank"":10,""domain_score"":10.518514}]",10,10.518514,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,52.037028,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
125,doi:10.5070/d32612051349,Representation of Fitzpatrick skin type in dermatology textbooks compared with national percentiles,2020.0,"[""Jacob Reilley-Luther"",""Abigail Cline"",""Andrew Zimmerly"",""Samantha Azinge"",""Janet Moy""]",10.5070/d32612051349,,,Dermatology Online Journal,journal-article,20,False,https://doi.org/10.5070/d32612051349,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":12,""domain_score"":11.322219}]",12,11.322219,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.97777133333334,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
126,doi:10.1034/j.1600-0846.2000.006003112.x,Autofluorescence spectrum of skin: component bands and body site variations,2000.0,"[""Renhua Na"",""Ida‐Marie Stender"",""Lixin Ma"",""Hans Christian Wulf""]",10.1034/j.1600-0846.2000.006003112.x,,,Skin Research and Technology,journal-article,72,True,https://doi.org/10.1034/j.1600-0846.2000.006003112.x,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":14,""domain_score"":11.863323}]",14,11.863323,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.86950314285714,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
127,doi:10.1111/srt.12408,"Reproducibility of measurement of skin melanin, total hemoglobin, and oxygen saturation",2018.0,"[""Theodore G. Papaioannou"",""Marianna Karamanou"",""Dimitrios Tousoulis""]",10.1111/srt.12408,,,Skin Research and Technology,journal-article,1,False,https://doi.org/10.1111/srt.12408,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]",1,1,"[""melanin_hemoglobin_and_scattering_identifiability""]","[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_rank"":14,""domain_score"":9.30103}]",14,9.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.74491714285715,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
128,doi:10.1080/713818667,A Photoelectric Spectrophotometer and Tristimulus Colorimeter Designed for Teaching and Research,1954.0,"[""W.D. Wright""]",10.1080/713818667,,,Optica Acta: International Journal of Optics,journal-article,19,False,https://doi.org/10.1080/713818667,"[""QF-009""]",1,1,"[""skin_colorimetry_ita_and_color_measurement""]","[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_rank"":9,""domain_score"":9.80103}]",9,9.80103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.71317111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
129,doi:10.64898/2026.01.17.26344327,GEOGRAPHIC DOMAIN SHIFT PRECIPITATES DIVERGENT FAILURE MODES IN DEEP LEARNING–BASED TUBERCULOSIS SCREENING: A MULTI-NATIONAL EXTERNAL VALIDATION STUDY,2026.0,"[""Ibrahim Ibrahim Shuaibu"",""Muhammad Ayan Khan"",""Diyaa Alkhamis"",""Anas Alkhamis""]",10.64898/2026.01.17.26344327,,,,posted-content,0,True,https://doi.org/10.64898/2026.01.17.26344327,"[""QF-013""]",1,1,"[""clinical_external_validation_and_domain_shift""]","[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_rank"":8,""domain_score"":9.0}]",8,9.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.5,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
130,doi:10.2352/cic.2005.13.1.art00004,The Chromagenic Colour Camera and Illuminant Estimation,2005.0,"[""Graham D. Finlayson"",""Peter Morovic"",""Steven D. Hordley""]",10.2352/cic.2005.13.1.art00004,,,Color and Imaging Conference,journal-article,3,False,https://doi.org/10.2352/cic.2005.13.1.art00004,"[""QF-005""]",1,1,"[""camera_spectral_sensitivity_and_observation_operators""]","[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_rank"":9,""domain_score"":9.60206}]",9,9.60206,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.31523111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
131,doi:10.1117/12.2290559,"Simultaneous estimation of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2018.0,"[""Izumi Nishidate"",""Wares M. Abdul"",""Mizuki Ohtsu"",""Kazuya Nakano"",""Hideaki Haneishi""]",10.1117/12.2290559,,,Optical Diagnostics and Sensing XVIII: Toward Point-of-Care Diagnostics,proceedings-article,1,False,https://doi.org/10.1117/12.2290559,"[""QF-001"",""QF-003""]",1,1,"[""melanin_hemoglobin_and_scattering_identifiability""]","[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_rank"":15,""domain_score"":9.30103}]",15,9.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.268726666666666,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
132,doi:10.2352/cic.2014.22.1.art00025,Principal Component Analysis for Skin Reflectance Reconstruction,2014.0,"[""Kaida Xiao"",""Zhenghui Qin"",""Tushar Chauhan"",""Changjun Li"",""Sophie Wuerger""]",10.2352/cic.2014.22.1.art00025,,,Color and Imaging Conference,journal-article,1,False,https://doi.org/10.2352/cic.2014.22.1.art00025,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":15,""domain_score"":11.80103}]",15,11.80103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,51.268726666666666,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
133,doi:10.1109/gcce.2018.8574763,Co-Cleansing of Image and Text Dataset by Automatic Image Annotation and Proper Noun Analysis,2018.0,"[""Yasuhide Mori"",""Shinrichi Satoh""]",10.1109/gcce.2018.8574763,,,2018 IEEE 7th Global Conference on Consumer Electronics (GCCE),proceedings-article,1,False,https://doi.org/10.1109/gcce.2018.8574763,"[""QF-012""]",1,1,"[""dermatology_dataset_duplicates_labels_and_quality""]","[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_rank"":9,""domain_score"":9.30103}]",9,9.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.71317111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
134,doi:10.1117/12.2053551,Image quality assessment of 2-chip color camera in comparison with 1-chip color and 3-chip color cameras in various lighting conditions: initial results,2014.0,"[""Sina Adham Khiabani"",""Yun Zhang"",""Fatemeh Fathollahi""]",10.1117/12.2053551,,,"SPIE Proceedings Image Sensing Technologies: Materials, Devices, Systems, and Applications",proceedings-article,1,False,https://doi.org/10.1117/12.2053551,"[""QF-010""]",1,1,"[""capture_variability_white_balance_and_illumination""]","[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_rank"":9,""domain_score"":9.30103}]",9,9.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.71317111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
135,doi:10.1002/jbio.70254,Skin Tone in Hyperspectral Imaging and Its Implications for Fairness in AI.,2026.0,"[""van de Weerd LS"",""van de Berg NJ"",""Rijstenberg LL"",""van de Laar RLO"",""van Doorn HC"",""van Beekhuizen HJ.""]",10.1002/jbio.70254,41914466.0,,,,0,True,https://europepmc.org/article/MED/41914466,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":13,""domain_score"":11.0}]",13,11.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.69230769230769,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
136,doi:10.3390/rs9111113,A Novel Principal Component Analysis Method for the Reconstruction of Leaf Reflectance Spectra and Retrieval of Leaf Biochemical Contents,2017.0,"[""Liangyun Liu"",""Bowen Song"",""Su Zhang"",""Xinjie Liu""]",10.3390/rs9111113,,,Remote Sensing,journal-article,51,True,https://doi.org/10.3390/rs9111113,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":16,""domain_score"":11.716003}]",16,11.716003,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.682006,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
137,doi:10.1109/icpr.2010.284,Feature Band Selection for Multispectral Palmprint Recognition,2010.0,"[""Zhenhau Guo"",""Lei Zhang"",""David Zhang""]",10.1109/icpr.2010.284,,,2010 20th International Conference on Pattern Recognition,proceedings-article,16,False,https://doi.org/10.1109/icpr.2010.284,"[""QF-007""]",1,1,"[""multispectral_band_selection_and_measurement_design""]","[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_rank"":11,""domain_score"":10.230449}]",11,10.230449,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.55180709090909,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
138,doi:10.1016/j.prrv.2023.12.006,Racial and skin color mediated disparities in pulse oximetry in infants and young children.,2024.0,"[""Sharma M"",""Brown AW"",""Powell NM"",""Rajaram N"",""Tong L"",""Mourani PM"",""Schootman M.""]",10.1016/j.prrv.2023.12.006,38233229.0,,,,16,True,https://europepmc.org/article/MED/38233229,"[""QF-009""]",1,1,"[""skin_colorimetry_ita_and_color_measurement""]","[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_rank"":10,""domain_score"":9.730449}]",10,9.730449,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.460898,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
139,doi:10.2316/p.2012.771-039,Skin Hemoglobin and Melanin Quantification on Multi-Spectral Images,2012.0,"[""Hao Gong"",""Michel Desvignes""]",10.2316/p.2012.771-039,,,"Imaging and Signal Processing in Health Care and Technology / 772: Human-Computer Interaction / 773: Communication, Internet and Information Technology",proceedings-article,0,False,https://doi.org/10.2316/p.2012.771-039,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]",1,1,"[""melanin_hemoglobin_and_scattering_identifiability""]","[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_rank"":16,""domain_score"":9.0}]",16,9.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.25,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
140,doi:10.1364/oe.24.014934,Improved method for skin reflectance reconstruction from camera images,2016.0,"[""Kaida Xiao"",""Yuteng Zhu"",""Changjun Li"",""David Connah"",""Julian M Yates"",""Sophie Wuerger""]",10.1364/oe.24.014934,,,Optics Express,journal-article,56,False,https://doi.org/10.1364/oe.24.014934,"[""QF-006""]",1,1,"[""camera_metamerism_and_spectral_reconstruction""]","[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_rank"":13,""domain_score"":10.755875}]",13,10.755875,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.20405769230769,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
141,doi:10.1007/s10278-025-01594-4,An Adaptive Generative 3D VNet Model for Enhanced Monkeypox Lesion Classification Using Deep Learning and Augmented Image Fusion.,2026.0,"[""Joshi S"",""Kumar R"",""Dwivedi A"",""Kumar A"",""Rai PK"",""Amrita.""]",10.1007/s10278-025-01594-4,40659969.0,,,,0,True,https://europepmc.org/article/MED/40659969,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":14,""domain_score"":11.0}]",14,11.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.14285714285714,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
142,doi:10.61853/j77c1r92,Basal Cell Carcinoma of the External Auditory Canal and Conchal Bowl,2024.0,"[""Danielle Abi-Najm"",""Amir Bajoghli""]",10.61853/j77c1r92,,,Clinical Dermatology and Surgery,journal-article,0,True,https://doi.org/10.61853/j77c1r92,"[""QF-013""]",1,1,"[""clinical_external_validation_and_domain_shift""]","[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_rank"":9,""domain_score"":9.0}]",9,9.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.11111111111112,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
143,doi:10.3390/s23115225,Spectral Filter Selection Based on Human Color Vision for Spectral Reflectance Recovery,2023.0,"[""Shijun Niu"",""Guangyuan Wu"",""Xiaozhou Li""]",10.3390/s23115225,,,Sensors,journal-article,3,True,https://doi.org/10.3390/s23115225,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":17,""domain_score"":11.60206}]",17,11.60206,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.08647294117647,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
144,doi:10.3389/fnmol.2023.1163447,Fiberoptic hemodynamic spectroscopy reveals abnormal cerebrovascular reactivity in a freely moving mouse model of Alzheimer's disease.,2023.0,"[""Gareau DS"",""RochaKim N"",""Choudhury A"",""Bamkole M"",""Snuderl M"",""Zou J"",""Yaroslavsky A"",""Jacques SL"",""Strickland S"",""Krueger JG"",""Ahn HJ.""]",10.3389/fnmol.2023.1163447,37465366.0,,,,2,True,https://europepmc.org/article/MED/37465366,"[""QF-008""]",1,1,"[""fisher_information_and_cramer_rao_skin_imaging""]","[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_rank"":9,""domain_score"":8.977121}]",9,8.977121,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,50.06535311111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
145,doi:10.1109/icip.2017.8296340,"Camera spectral sensitivity, illumination and spectral reflectance estimation for a hybrid hyperspectral image capture system",2017.0,"[""Lin Zhang"",""Ying Fu"",""Yinqiang Zheng"",""Hua Huang""]",10.1109/icip.2017.8296340,,,2017 IEEE International Conference on Image Processing (ICIP),proceedings-article,2,False,https://doi.org/10.1109/icip.2017.8296340,"[""QF-005"",""QF-006""]",1,1,"[""camera_spectral_sensitivity_and_observation_operators""]","[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_rank"":10,""domain_score"":9.477121}]",10,9.477121,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.954242,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
146,doi:10.1364/bosd.2000.tud2,Scattering coefficient - hemoglobin concentration relation determined by frequency-domain spectroscopy during venous occlusion,2000.0,"[""Lelia Adelina Paunescu"",""Ursula Wolf"",""Martin Wolf"",""Antonios Michalos"",""Enrico Gratton""]",10.1364/bosd.2000.tud2,,,Biomedical Optical Spectroscopy and Diagnostics,proceedings-article,0,False,https://doi.org/10.1364/bosd.2000.tud2,"[""QF-003""]",1,1,"[""melanin_hemoglobin_and_scattering_identifiability""]","[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_rank"":17,""domain_score"":9.0}]",17,9.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.88235294117647,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
147,doi:10.1038/s41598-026-59316-x,Reducing skin tone bias in dermatology AI via sketch-guided multimodal fusion.,2026.0,"[""Nasir M"",""Tahir MZ"",""Zhou SK.""]",10.1038/s41598-026-59316-x,42386833.0,,,,0,True,https://europepmc.org/article/MED/42386833,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":15,""domain_score"":11.0}]",15,11.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.66666666666667,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
148,doi:10.3724/sp.j.1001.2013.04424,Image Semantic Annotation Method for Weakly Labeled Dataset,2014.0,"[""Feng TIAN"",""Xu-Kun SHEN""]",10.3724/sp.j.1001.2013.04424,,,Journal of Software,journal-article,1,False,https://doi.org/10.3724/sp.j.1001.2013.04424,"[""QF-012""]",1,1,"[""dermatology_dataset_duplicates_labels_and_quality""]","[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_rank"":10,""domain_score"":9.30103}]",10,9.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.60206,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
149,doi:10.1145/3306214.3338607,Practical measurement and modeling of spectral skin reflectance,2019.0,"[""Yuliya Gitlina"",""Daljit Singh Dhillon"",""Giuseppe Claudio Guarnera"",""Abhijeet Ghosh""]",10.1145/3306214.3338607,,,ACM SIGGRAPH 2019 Posters,proceedings-article,0,False,https://doi.org/10.1145/3306214.3338607,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":18,""domain_score"":11.5}]",18,11.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.55555555555556,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
150,doi:10.5220/0008950100570066,Enhancing Deep Spectral Super-resolution from RGB Images by Enforcing the Metameric Constraint,2020.0,"[""Tarek Stiebel"",""Philipp Seltsam"",""Dorit Merhof""]",10.5220/0008950100570066,,,"Proceedings of the 15th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",proceedings-article,4,False,https://doi.org/10.5220/0008950100570066,"[""QF-006""]",1,1,"[""camera_metamerism_and_spectral_reconstruction""]","[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_rank"":14,""domain_score"":10.69897}]",14,10.69897,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.54079714285714,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
151,doi:10.3390/antiox13070770,Intradermal Treatment with a Hyaluronic Acid Complex Supplemented with Amino Acids and Antioxidant Vitamins Improves Cutaneous Hydration and Viscoelasticity in Healthy Subjects.,2024.0,"[""Siquier-Dameto G"",""Boadas-Vaello P"",""Verdú E.""]",10.3390/antiox13070770,39061838.0,,,,15,True,https://europepmc.org/article/MED/39061838,"[""QF-009""]",1,1,"[""skin_colorimetry_ita_and_color_measurement""]","[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_rank"":11,""domain_score"":9.70412}]",11,9.70412,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.49914909090909,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
152,doi:10.2352/cgiv.2004.2.1.art00078,Spectral Reflectance-Based Modeling of Human Skin and Its Application,2004.0,"[""Motonori Doi"",""Norihiro Tanaka"",""Shoji Tominaga""]",10.2352/cgiv.2004.2.1.art00078,,,"Conference on Colour in Graphics, Imaging, and Vision",journal-article,0,False,https://doi.org/10.2352/cgiv.2004.2.1.art00078,"[""QF-002"",""QF-004"",""QF-005""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":19,""domain_score"":11.5}]",19,11.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.26315789473684,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
153,doi:10.1093/skinhd/vzaf086,"Patient perceptions of artificial intelligence integration in dermatology: a cross-sectional study of trust, comfort and equity across multiple care modalities.",2026.0,"[""McRae C"",""Anderson M"",""Turner L"",""Savage A"",""Mohammad S"",""Cowan R"",""Graham LV.""]",10.1093/skinhd/vzaf086,41646534.0,,,,0,True,https://europepmc.org/article/MED/41646534,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":16,""domain_score"":11.0}]",16,11.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,49.25,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
